authors,series,series_index,timestamp,tags,formats,isbn,identifiers,languages,#kanon,comments,library_name,rating,cover,pubdate,#przeczytane,size,author_sort,title,title_sort,publisher,#chomik,#format,id,#kiedy,uuid
Gene Wolfe,Księga Nowego Słońca,1.0,2010-11-28T16:42:54+01:00,"Fantasy, umierająca Ziemia","epub, rtf",9788325001087,"isbn:9788325001087,biblionetka:1923",pol,34,"### Amazon.com Review

One of the most acclaimed ""science fantasies"" ever, Gene Wolfe's *The Book of the New Sun* is a long, magical novel in four volumes. *Shadow & Claw* contains the first two: *The Shadow of the Torturer* and *The Claw of the Conciliator*, which respectively won the World Fantasy and Nebula Awards.

This is the first-person narrative of Severian, a lowly apprentice torturer blessed and cursed with a photographic memory, whose travels lead him through the marvels of far-future Urth, and who--as revealed near the beginning--eventually becomes his land's sole ruler or Autarch. On the surface it's a colorful story with all the classic ingredients: growing up, adventure, sex, betrayal, murder, exile, battle, monsters, and mysteries to be solved. (Only well into book 2 do we realize what saved Severian's life in chapter 1.) For lovers of literary allusions, they are plenty here: a Dickensian cemetery scene, a torture-engine from Kafka, a wonderful library out of Borges, and familiar fables changed by eons of retelling. Wolfe evokes a chilly sense of time's vastness, with an age-old, much-restored painting of a golden-visored ""knight,"" really an astronaut standing on the moon, and an ancient citadel of metal towers, actually grounded spacecraft. Even the sun is senile and dying, and so Urth needs a new sun.

*The Book of the New Sun* is almost heartbreakingly good, full of riches and subtleties that improve with each rereading. It is Gene Wolfe's masterpiece. *--David Langford, Amazon.co.uk*

### Review

""_The Book of the New Sun_ establishes [Wolfe's] pre-eminence, pure and simple...._The Book of the New Sun_ contains elements of Spenserian allegory, Swiftian satire, Dickensian social consciousness and Wagnerian mythology. Wolfe creates a truly alien social order that the reader comes to experience from within...once into it, there is no stopping."" --_The New York Times Book Review_ 

""Magic stuff...a masterpiece...the best science fiction I've read in years!"" --Ursula K. Le Guin 

""Arguably the best piece of literature American science fiction has yet produced."" --_Chicago Sun-Times_  
-- *Review*
",Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Gene Wolfe/Cien kata (240)/cover.jpg,1980-01-01T01:00:00+01:00,True,801077,"Wolfe, Gene",Cień kata,Cień kata,KSIAZNICA,,,240,2005-01-09T00:00:00+01:00,362db3d6-5067-4ba1-abcb-503604431295
Gene Wolfe,Księga Nowego Słońca,2.0,2010-11-28T16:42:55+01:00,umierająca Ziemia,"epub, pdf",9788325001223,"isbn:9788325001223,biblionetka:1924",pol,34,"Drugi tom cyklu ""Księga Nowego Słońca"". Wygnany z konfraterni za złamanie przysięgi Severian kontynuuje niebezpieczną wędrówkę do Thraxu, miejsca swego zesłania - w drodze chroni go magiczny klejnot obdarzony niezwykłą mocą...   
  
[Zysk i S-ka 1998]
",Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Gene Wolfe/Pazur Lagodziciela (241)/cover.jpg,1980-01-01T01:00:00+01:00,,877311,"Wolfe, Gene",Pazur Łagodziciela,Pazur Łagodziciela,"Wydawnictwo ""Książnica""",,,241,,a6684a76-b9aa-471d-98d0-5602a0c23f4e
Gene Wolfe,Księga Nowego Słońca,3.0,2010-11-28T16:42:55+01:00,umierająca Ziemia,"epub, pdf",9788325001421,"isbn:9788325001421,biblionetka:1925",pol,34,"Severian, wygnany z konfraterni katów za złamanie zasad, dotarł do Thraxu. Obejmuje stanowisko liktora i sumiennie wypełnia obowiązki strzegąc więźniów i ścinając skazańców. Mimo poszukiwań nie zdołał zwrócić Pazura Łagodziciela – klejnot o uzdrawiającej mocy zaczyna mu ciążyć, odbierając spokój i sen. Severian wyczuwa coraz bardziej mrok gromadzący się nad światem, zaczyna wątpić w swoje powołanie, aż wreszcie wbrew rozkazowi archonta daruje życie kobiecie skazanej na uduszenie. Musi uciekać z Thraxu i udaje się na północ, w góry zamieszkane przez istoty, które odrzuciły człowieczeństwo. Rozpoczyna niebezpieczną podróż, która wyjaśni wiele kłębiących się wokół niego tajemnic.   
  
[Książnica, 2007]
",Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Gene Wolfe/Miecz Liktora (242)/cover.jpg,1982-01-01T01:00:00+01:00,,1067123,"Wolfe, Gene",Miecz Liktora,Miecz Liktora,KSIAZNICA,,,242,,1d5b0a0b-9523-4588-b3a1-fd2f30ccb476
Gene Wolfe,Księga Nowego Słońca,4.0,2010-11-28T16:42:56+01:00,"Fantasy, umierająca Ziemia","epub, pdf",9788324575084,"isbn:9788324575084,biblionetka:1926",pol,34,"– Aż do nadejścia Nowego Słońca musimy wybierać między różnymi rodzajami zła. Wszystkie już wypróbowaliśmy i wszystkie nas zawiodły: powszechna dostępność dóbr, władza ludu… Wszystko. My celowo utrzymujemy ludzkość w stagnacji, zwanej przez niektórych barbarzyństwem. Autarcha broni prosty lud przed arystokratami, oni zaś chronią go przed Autarchą. Religia daje wszystkim pociechę. Zamknęliśmy drogi, aby sparaliżować funkcjonowanie społeczeństwa… Zamknął oczy, a ja położyłem rękę na jego piersi, ...
",Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Gene Wolfe/Cytadela Autarchy (243)/cover.jpg,1982-01-01T01:00:00+01:00,,1151077,"Wolfe, Gene",Cytadela Autarchy,Cytadela Autarchy,KSIAZNICA,,,243,,155340dc-0094-4341-9878-507392d5cbee
Gene Wolfe,Księga Nowego Słońca,5.0,2010-11-28T16:42:57+01:00,umierająca Ziemia,"epub, pdf",9788320715071,"isbn:9788320715071,biblionetka:4648",pol,34,,Biblioteka calibre,,/home/amarcinkowski/Dropbox/Biblioteka calibre/Gene Wolfe/Urth Nowego Slonca (244)/cover.jpg,1987-01-01T01:00:00+01:00,,1736131,"Wolfe, Gene",Urth Nowego Słońca,Urth Nowego Słońca,Iskry,,,244,,cb27db7a-0510-4ff5-b253-f49d7e330daf
Gene Wolfe,The Book of the New Sun,1.0,2010-11-28T16:43:05+01:00,,"epub, pdf",9780671463984,"amazon:0671463985,isbn:9780671463984",eng,34,"The first volume of The Book of the New Sun. The Earth is old and the sun is dying. In the great Citadel of the City Imperishable, Severian - apprentice to the torturer's guild - betrays his oath. Exiled, he begins his phantasmagoric odyssey through the perilous world of the deep, distant future.
",Biblioteka calibre,4,/home/amarcinkowski/Dropbox/Biblioteka calibre/Gene Wolfe/The Shadow of the Torturer (245)/cover.jpg,1982-10-03T01:00:00+01:00,True,567149,"Wolfe, Gene",The Shadow of the Torturer,"Shadow of the Torturer, The",Pocket,,,245,,e0a34d74-68cc-40a1-a81a-9bd05b83cc0f
Gene Wolfe,The Book of the New Sun,2.0,2010-11-28T16:43:06+01:00,"Science Fiction, Fiction, General","epub, pdf",9780671413705,"amazon:1522689621,google:IX9hJLDRxCQC,isbn:9780671413705",eng,34,"<p><em>The Claw of the Conciliator</em> continues the saga of Severian, banished from his home, as he undertakes a mythic quest to discover the awesome power of an ancient relic, and learn the truth about his hidden destiny.</p></html>",Biblioteka calibre,4,/home/amarcinkowski/Dropbox/Biblioteka calibre/Gene Wolfe/The Claw of the Conciliator (246)/cover.jpg,1981-04-01T19:14:47+02:00,,544819,"Wolfe, Gene",The Claw of the Conciliator,"Claw of the Conciliator, The",Timescape Books,,,246,,60b57ba1-de59-4dca-9de4-8baef576c127
Gene Wolfe,The Book of the New Sun,3.0,2010-11-28T16:43:07+01:00,,"epub, pdf",9780099295402,"amazon:1522687831,google:y3WlQAAACAAJ,isbn:9780099295402",eng,34,,Biblioteka calibre,4,/home/amarcinkowski/Dropbox/Biblioteka calibre/Gene Wolfe/The Sword of the Lictor (247)/cover.jpg,1982-10-15T18:15:01+01:00,,537895,"Wolfe, Gene",The Sword of the Lictor,"Sword of the Lictor, The",Arrow Books,,,247,,fb2ec054-714e-43a1-b773-be333d88fede
Gene Wolfe,The Book of the New Sun,4.0,2010-11-28T16:43:08+01:00,"Science Fiction, Fiction, General",,9780671452513,"amazon:1511399015,google:zHdbAAAAMAAJ,isbn:9780671452513",eng,34,"<p><em>The Citadel of the Autarch</em> brings The Book of the New Sun to its harrowing conclusion, as Severian clashes in a final reckoning with the dread Autarch, fulfilling an ancient prophecy that will alter forever the realm known as Urth.</p></html>",Biblioteka calibre,4,/home/amarcinkowski/Dropbox/Biblioteka calibre/Gene Wolfe/The Citadel of the Autarch (248)/cover.jpg,1982-12-15T01:00:00+01:00,,556184,"Wolfe, Gene",The Citadel of the Autarch,"Citadel of the Autarch, The",Timescape Books,,,248,,a44dcc71-8327-403d-b7e4-34364840b0b5
Gene Wolfe,The Book of the New Sun,5.0,2010-11-28T16:43:08+01:00,"Fantasy, General, Science Fiction, Fiction","epub, pdf",9780312863944,"amazon:B008S0EA14,google:748HJZl6dAkC,isbn:9780312863944",eng,34,"<p>The long awaited sequel to Gene Wolfe's four-volume classic, The Book of the New Sun. We return to the world of Severian, now the Autarch of Urth, as he leaves the planet on one of the huge spaceships of the alien Hierodules to travel across time and space to face his greatest test, to become the legendary New Sun or die. The strange, rich, original spaceship scenes give way to travels in time, wherein Severian revisits times and places which fill in parts of the background of the four-volume work, that will thrill and intrigue particularly all readers of the earlier books. But <em>The Urth of the New Sun</em> is an independent structure all of a piece, an integral masterpiece to shelve beside the classics, one itself. </p> <p>At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.</p> <p>**</p></html><h3>From Library Journal</h3> <p>Severian, formerly a member of the Torturers' Guild and now Autarch of Urth, travels beyond the boundaries of time and space aboard the Ship of Tzadkiel on a mission to bring the New Sun to his dying planet. Wolfe demonstrates his mastery of both style and content in this complex, multilayered story of one man's eternal quest. Containing enough background material to make it accessible to series newcomers, this sequel to the four-volume Book of the New Sun is highly recommended. JC<br> Copyright 1987 Reed Business Information, Inc. </p> <h3>Review</h3> <p>“<em>The Urth of the New Sun</em> is a fine coda to what is arguable the finest piece of literature American science fiction has yet produced, the four-volume <em>Book of the New Sun</em>.” ―<em>Chicago Sun-Times</em></p> <p>“Gene Wolfe's new book soars, falls free, runs like the river that runs through it from universe to universe, between life and death and life again. The groundnote of it all is human pain, so that this fantasy has the weight of vision.” ―<em>Ursula K. Le Guin</em></p> <p>“Gene Wolfe's four-volume magnum opus, <em>The Book of the New Sun,</em> is one of the modern masterpieces of imaginative literature--an evocation of a world so far in the future that magic and technology, poetry and science, are indistinguishable,a world heavy with time but yet bereft of hope, a world brought to life by Mr. Wolfe's unique blend of slightly archaic diction and ever-surprising vocabulary. Readers familiar with these volumes will find much to enjoy in <em>The Urth of the new Sun.</em>” ―<em>The New York Times</em></p></html>",Biblioteka calibre,5,/home/amarcinkowski/Dropbox/Biblioteka calibre/Gene Wolfe/The Urth of the New Sun (249)/cover.jpg,1997-11-15T01:00:00+01:00,,731946,"Wolfe, Gene",The Urth of the New Sun,"Urth of the New Sun, The",Orb Books,,,249,,f5cebc8e-9622-438b-8d79-c5927d5006e6
J. R. R. Tolkien,Władca pierścieni,2.0,2010-12-09T18:06:08+01:00,"Władca Pierścieni, Dwie Wieże, Fantasy, Tolkien, Science Fiction, Fantastyka","epub, mobi",8324112987,"lubimyczytac:51822,google:toqTRAAACAAJ,isbn:8324112987",pol,7,"Fantastyczna epopeja Władca Pierścieni to jedno z największych dzieł literackich. Tolkien tchnął nowe życie w dawne tradycje i na ich kanwie zbudował jedyną w swoim rodzaju powieść przygodową ze starożytną legendą i prostą ogólnoludzką prawdą moralną jako osnową. Wątki Hobbista zostały rozwinięte i podbudowane głębszą refleksją. Ogniwem łączącym obie powieści jest Pierścień - w trylogii już nie tylko magiczny przedmiot, lecz potężne narzędzie zła, decydujące o losach całego świata. Kaprysy historii XX wieku sprawiły, że dzieło Tolkiena stało się aktualne. Pisarz przeciwny był jednak odczytywaniu Władcy Pierścieni jako alegorii naszych czasów, uważając ją za zbyt wąską. W postaci hobbita Froda przedstawił bowiem uniwersalnego szarego człowieka każdej epoki. Ostatecznie przecież to nie potęga umysłu czy siła fizyczna staje się ratunkiem dla świata, ale zwykły odruch serca, czysto ludzka zdolność do okazania miłosierdzia, która pozwala zwyciężyć zło.  


Śmierć Boromira, pojmanie Merry’ego i Pippina, rozpaczliwe wysiłki Aragorna, Legolasa i Gimlego usiłujących uwolnić hobbitów, pościg za orkami, spotkanie z entami, powrót Gandalfa z otchłani Morii, udział w wielkiej bitwie Jeźdźców Rohanu z potęgą Isengardu i ostateczne starcie z władcą Orthanku - oto dalsze losy rozbitej już Drużyny Pierścienia.  
Żaden z jej członków nie wie jednak, co dzieje się z Samem i Frodem. A tropiony przez Nazgule Powiernik Pierścienia z uporem idzie dalej. Podążając za Gollumem, przemierza Martwe Bagna, by stanąć wreszcie u stóp Minas Morgul - przerażającej fortecy strzegącej drogi do Krainy Cienia...
",Biblioteka calibre,4,/home/amarcinkowski/Dropbox/Biblioteka calibre/J. R. R. Tolkien/Dwie Wieze (250)/cover.jpg,1966-01-02T01:00:00+01:00,True,631037,"Tolkien, J. R. R.",Dwie Wieże,Dwie Wieże,Amber,,FINE,250,1998-01-05T00:00:00+01:00,e5baab2d-b955-49b1-85da-3ef81c9a9b6c
J. R. R. Tolkien,Władca pierścieni,1.0,2010-12-09T20:10:29+01:00,"czarodzieje, czary, droga, elfy, Fantastyka, Fantasy, krasnoludy, magia, orki, przygody, walka, walka dobra ze złem, walka o władzę","epub, mobi, rtf",,biblionetka:79,pol,7,"### From Library Journal

New Line Cinema will be releasing ""The Lord of the Rings"" trilogy in three separate installments, and Houghton Mifflin Tolkien's U.S. publisher since the release of The Hobbit in 1938 will be re-releasing each volume of the trilogy separately and in a boxed set (ISBN 0-618-15397-7. $22; pap. ISBN 0-618-15396-9. $12).   
Copyright 2001 Reed Business Information, Inc. 

### Review

'An extraordinary book. It deals with a stupendous theme. It leads us through a succession of strange and astonishing episodes, some of them magnificent, in a region where everything is invented, forest, moor, river, wilderness, town and the races which inhabit them.' The Observer 'Among the greatest works of imaginative fiction of the twentieth century.' Sunday Telegraph 
",Biblioteka calibre,5,/home/amarcinkowski/Dropbox/Biblioteka calibre/J. R. R. Tolkien/Druzyna Pierscienia (251)/cover.jpg,1954-01-01T01:00:00+01:00,True,2825403,"Tolkien, J. R. R.",Drużyna Pierścienia,Drużyna Pierścienia,Czytelnik,,DONE,251,1998-01-05T00:00:00+01:00,757893c5-426a-44c9-9d89-02bbbc1e9353
John Crowley,,1.0,2010-12-10T12:05:53+01:00,"Fantasy, To read, Magic","epub, txt",9780061120053,isbn:9780061120053,,33,"<h3>Product Description</h3><p>John Crowley's masterful <em>Little, Big</em> is the epic story of Smoky Barnable, an anonymous young man who travels by foot from the City to a place called Edgewood—not found on any map—to marry Daily Alice Drinkawater, as was prophesied. It is the story of four generations of a singular family, living in a house that is many houses on the magical border of an otherworld. It is a story of fantastic love and heartrending loss; of impossible things and unshakable destinies; and of the great Tale that envelops us all. It is a wonder. </p><h3>About the Author</h3><p>John Crowley lives in the hills of northern Massachusetts with his wife and twin daughters. He is the author of ten previous novels as well as the short fiction collection, <em>Novelties &amp; Souvenirs</em>. </p>",Biblioteka calibre,4,"/home/amarcinkowski/Dropbox/Biblioteka calibre/John Crowley/Little, Big (252)/cover.jpg",2006-10-05T00:00:00+02:00,True,1295720,"Crowley, John","Little, Big","Little, Big",HarperCollins Publishers,,,252,2012-03-08T00:00:00+01:00,5139f022-cc4f-4759-87a8-78ca65378eb2
Michael Swanwick,World of the Iron Dragon,1.0,2010-12-10T12:09:37+01:00,"Fantasy, To read","epub, txt",9780575076051,isbn:9780575076051,,71,"### From Publishers Weekly

Swanwick's nihilistic tale features a human changeling who tries to make her way in a cutthroat society that mirrors contemporary life. While the players are elves, dwarves, lamies and other ""magickal"" creatures, they could be 20th-century juvenile delinquents and power politicians in a society ruled by caste snobbery, drugs, a mall culture and child labor. Determined to end her slavery in a steam dragon plant, the young human Jane escapes with the help of a rusted old dragon hulk named Melancthon. Thereafter, she goes to school disguised as a fey in order to learn the magic necessary to repair the ravages inflicted on the dragon by time and battle. But the misfit Jane finds school horrifying, and she turns to shoplifting to gain friends. She falls in love with a young man destined to be the annual sacrifice; when she loses her virginity, her usefulness to Melancthon as a magic-maker is ended. After her lover's tragic death, Jane is taken under the wing of a power-hungry elven lord, Galiagante. Eventually she joins Melancthon once again as he sets out to destroy the Universe. Nebula Award-winner Swanwick ( Stations of the Tide ) develops a powerful, yet dark and hopeless fantasy that should forever shatter charming illusions of Faerie and its folk.   
Copyright 1993 Reed Business Information, Inc. 

### From Library Journal

When Jane, a human changeling, steals a magical steam dragon to escape the factory/prison that has been her home, she embarks on a life of freedom and normalcy in a world of timeless shopping malls, alchemy classes, and high school ""wicker"" queens--only to find that her stolen dragon has other, bigger plans that may change her life forever. Swanwick ( Stations of the Tide , Avon, 1992) brings his particular brand of elan to the fairy world, where high tech and magic are interdependent and where the denizens of folklore include leather-clad werewolves, half-elven pilots, and brash dwarven mechanics. Combining cyberpunk's grit with dystopic fantasy, this iconoclastic hybrid is a standout piece of storytelling.  
Copyright 1993 Reed Business Information, Inc. 
",Biblioteka calibre,3,/home/amarcinkowski/Dropbox/Biblioteka calibre/Michael Swanwick/The iron dragon's daughter (253)/cover.jpg,2004-10-14T00:00:00+02:00,True,767300,"Swanwick, Michael",The iron dragon's daughter,"iron dragon's daughter, The",Gollancz,,,253,2011-04-24T00:00:00+02:00,4e737a3e-cadc-4755-aa60-94e8ee5ec0a1
Mike Resnick,A Fable of Tonight,1.0,2010-12-10T12:09:42+01:00,Fantasy,"epub, txt",9781591026488,isbn:9781591026488,,61,"### From Publishers Weekly

This enchanting blend of fantasy and hard-boiled detection, back in print after two decades, heralds a new series from prolific multiple-award–winner Resnick, best-known for his Birthright Universe series. On a gloomy New Year's Eve, recently bereft of wife and partner, down-and-out New York City PI John Justin Mallory is hired by Mürgenstürm, a little green elf who wants Mallory to track down a stolen unicorn. After gradually accepting that his client is not an alcohol-fueled hallucination, Mallory deftly takes on a shadow city of demons, leprechauns and gnomes even as he learns that his own future hinges on the unicorn's recovery. The crisp dialogue and imaginative setting will have many fantasy readers wanting to revisit Manhattan's magical side. *(Aug.)* """"  
Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved."" 

### Review

""...good fun...What's interesting about this book, besides the lighthearted tone and wry humor, is how it overcomes my usual reservations about fantasy by blatantly flying in the face of everything that normally makes me want to roll my eyes...A big plus of the book is the very likable Mallory...a fun story when all is said and done, and I give credit to the author for making a palatable fantasy novel that even this hard-case fantasy reader could enjoy."" -- SF Signal, August 12, 2008. ""With a witty perspective on many aspects of city life, anyone who enjoys fantasy adventures in a more or less familiar urban setting will laugh their way through this wild entertainment."" -- Gumshoe, August 2008 ""Mike Resnick has created a fine character in Stalking the Unicorn and carried him forward. Mallory is a detective who would be a cliche if Resnick hadn't meant him to be one. He's every detective Humphrey Bogart or ever played. For me, a guy who loves detective stories (and especially 1940s noir pictures), this is the perfect blending of the genres. he's based on every successful detective who's ever made it to page or screen. That's one of the fun bits, finding all the stuff that you know Resnick put in his pocket from others' noir leavings .It's an awesome little thing. [Stalking the Unicorn] certainly reads better to the detective fan in me than the fantasy fan in me. Mallory is awesome. He's a real detective, a hard-bitten dick who does it all. I just love him, [in Stalking the Vampire] even more than I did in the first novel. So, there's no question that Mallory has more legs to him. Resnick could give us a long series of Mallory novels, and it'll never be Mallory that'll lets us down."" --Some Fantastic, August 2008 ""Urban Fantasy. Detective Wizard(s). Mafioso Sorceress. Vampire Hunter. P.I. in Fantasyland. Paranormal Romance. Whatever you call it, books with some or all of those elements is one of hottest subgenres of Speculative Fiction today. This just goes to show that Mike Resnick was ahead of the ballgame considering his first John Justin Mallory novel, Stalking the Unicorn, was originally published in 1987. Terrifically entertaining novel. a welcome re-addition to the Urban Fantasy subgenre that is so popular right now. Adorned with a terrific pulpy cover by Dan Dos Santos, the physical book has a great look and feel. Even better, Resnick and Pyr published simultaneously with this reissue, Stalking the Vampire, which is next on my plate. Hopefully, we'll see even more Mallory stories."" --SFFWorld September 2, 2008 (also mentioned at Rob's Blog o'Stuff blog) ""This ambitious fantasy combines three very British stories: an Arthurian fable, a Victorian murder mystery and a modern-day YA adventure tale - The hinted interconnections between the three tales are complex and fascinating - a rollicking ride."" --Publishers Weekly, October 20, 2008 ""This is light reading, but it is fun. The personalities of the characters are brought alive by their actions and words, rather than lengthy decryptions, and this is a skill only the best writers exhibit."" -- SFcrowsnest.com, Issue 183, February 2009 
",Biblioteka calibre,3,/home/amarcinkowski/Dropbox/Biblioteka calibre/Mike Resnick/Stalking the Unicorn_ A Fable of Tonight (254)/cover.jpg,2008-09-16T00:00:00+02:00,True,500329,"Resnick, Mike",Stalking the Unicorn: A Fable of Tonight,Stalking the Unicorn: A Fable of Tonight,Pyr,,,254,2010-10-24T00:00:00+02:00,b2ce71b4-df26-431e-abd2-7913f60698da
